NAME: WALL_FOLLOWING_ROBOT_2
NB_SAMPLES: 5456
NB_ATTRIBUTES: 2
1.362 0.467 1
1.352 0.469 1
1.343 0.472 1
1.333 0.474 1
1.324 0.477 1
1.314 0.480 1
1.305 0.483 1
1.295 0.486 1
1.286 0.489 1
1.277 0.493 1
1.271 0.497 0
1.259 0.500 0
1.250 0.503 0
1.245 0.507 0
1.236 0.511 0
1.225 0.516 0
1.213 0.522 0
1.199 0.528 0
1.185 0.536 0
1.170 0.543 0
1.154 0.551 0
1.138 0.564 0
1.121 0.573 0
1.101 0.579 0
1.084 0.592 0
1.066 0.604 0
1.049 0.715 0
1.031 0.634 0
1.027 0.638 0
0.998 0.668 0
0.982 0.657 0
0.962 0.669 0
0.946 0.683 0
0.930 0.691 0
0.914 0.706 0
0.899 0.717 2
0.883 0.725 2
0.867 0.739 2
0.851 0.750 2
0.835 0.762 2
0.819 0.772 2
0.806 0.781 2
0.800 0.780 2
0.801 0.779 2
0.802 0.777 2
0.802 0.777 2
0.801 0.778 2
0.800 0.778 2
0.800 0.777 2
0.799 0.778 2
0.799 0.780 2
0.799 0.778 2
0.798 0.781 2
0.797 0.781 2
0.796 0.781 2
0.795 0.782 2
0.795 0.786 2
0.794 0.789 2
0.793 0.796 2
0.796 0.793 2
0.796 0.827 2
0.796 0.826 2
0.799 0.824 2
0.803 0.793 2
0.810 0.819 2
0.798 0.816 2
0.795 0.813 2
0.794 0.808 2
0.794 0.808 2
0.797 0.806 2
0.800 0.809 2
0.801 0.792 2
0.821 0.789 2
1.463 0.783 0
1.461 0.780 0
1.466 0.777 0
1.467 0.775 0
1.466 0.774 0
1.462 0.772 0
1.456 0.771 0
1.448 0.768 0
1.437 0.763 0
1.425 0.757 0
1.411 0.751 0
1.395 0.745 0
1.379 0.738 0
1.362 0.732 0
1.345 0.725 0
1.328 0.717 0
1.309 0.710 0
1.291 0.703 0
1.273 0.696 0
1.257 0.689 0
1.235 0.682 0
1.216 0.675 0
1.196 0.668 0
1.177 0.661 0
1.159 0.654 0
1.140 0.647 0
1.122 0.640 0
1.103 0.633 0
1.085 0.626 0
1.066 0.619 0
1.046 0.612 0
1.027 0.604 0
1.009 0.597 0
0.990 0.590 0
0.971 0.583 0
0.775 0.576 2
0.759 0.569 2
0.712 0.562 2
0.689 0.554 2
0.674 0.547 2
0.656 0.540 2
0.655 0.534 2
0.847 0.533 2
0.850 0.535 2
0.852 0.531 2
0.853 0.531 2
0.853 0.527 2
0.852 0.526 2
0.852 0.525 2
0.584 0.524 2
0.582 0.523 2
0.582 0.522 2
0.852 0.521 2
0.582 0.520 2
0.583 0.520 2
0.850 0.519 2
0.849 0.518 2
0.849 0.517 2
0.850 0.517 2
0.850 0.516 2
0.851 0.515 2
0.851 0.513 2
0.852 0.512 2
0.855 0.510 2
0.857 0.509 2
0.858 0.508 2
0.858 0.507 2
0.602 0.504 2
0.854 0.501 2
0.854 0.498 2
0.854 0.496 2
0.854 0.494 2
0.857 0.492 2
0.858 0.490 2
0.857 0.488 2
0.856 0.486 2
0.855 0.483 2
0.851 0.480 2
0.850 0.477 2
0.852 0.475 2
0.851 0.473 2
0.851 0.471 2
0.851 0.470 2
0.854 0.468 2
0.852 0.467 2
0.847 0.469 2
0.845 0.470 2
0.841 0.466 2
0.839 0.465 2
0.841 0.464 2
0.840 0.463 2
0.839 0.467 2
0.838 0.480 2
5.000 0.506 0
5.000 0.575 0
5.000 0.475 1
5.000 0.476 1
0.939 0.565 0
5.000 0.569 0
5.000 0.569 0
5.000 0.569 0
5.000 0.566 0
5.000 0.483 1
5.000 0.573 0
5.000 0.573 0
0.816 0.506 2
0.806 0.516 2
0.794 0.528 2
0.784 0.540 2
0.772 0.552 2
0.764 0.565 2
0.756 0.606 2
0.752 0.772 2
0.753 0.993 2
0.758 0.992 2
0.758 0.595 2
0.758 0.991 2
0.758 0.597 2
0.758 0.594 2
0.761 0.986 2
0.774 0.988 2
0.777 0.762 2
3.163 0.589 0
3.163 0.587 0
3.164 0.589 0
3.163 0.597 0
3.162 0.598 0
3.158 0.598 0
3.151 0.604 0
3.142 0.613 0
3.131 0.627 0
3.118 0.722 0
3.104 0.715 0
3.088 0.708 0
3.072 0.700 0
3.055 0.692 0
3.037 0.684 0
3.019 0.675 0
3.000 0.667 0
2.982 0.658 0
2.964 0.649 0
2.945 0.641 0
2.928 0.632 0
2.910 0.624 0
0.808 0.616 2
0.789 0.609 2
0.758 0.601 2
0.759 0.593 2
0.747 0.586 2
2.801 0.621 0
2.786 0.611 0
2.776 0.605 0
2.769 0.603 0
2.765 0.598 0
2.769 0.599 0
2.766 0.600 0
2.764 0.600 0
2.763 0.599 0
2.761 0.598 0
2.758 0.597 0
2.753 0.595 0
2.745 0.592 0
2.734 0.578 0
2.722 0.583 0
2.708 0.574 0
2.693 0.551 0
2.678 0.551 0
2.661 0.558 0
2.644 0.550 0
2.626 0.546 0
2.608 0.536 0
2.589 0.528 0
2.570 0.521 0
2.550 0.513 0
2.531 0.505 0
2.511 0.498 0
2.491 0.490 1
2.472 0.482 1
2.452 0.474 1
2.433 0.466 1
2.415 0.457 1
2.397 0.450 1
2.380 0.443 1
2.363 0.436 1
2.348 0.430 1
2.333 0.427 1
2.319 0.425 1
2.307 0.437 1
1.793 0.426 1
1.780 0.418 1
1.768 0.426 1
1.757 0.403 1
1.749 0.397 1
1.745 0.394 1
2.243 0.392 1
2.236 0.390 1
2.229 0.388 1
2.222 0.386 1
2.218 0.387 1
2.212 0.388 1
2.205 0.387 1
2.199 0.504 0
2.192 0.432 1
2.185 0.381 1
2.177 0.380 1
2.165 0.376 1
2.156 0.379 1
2.147 0.428 1
2.137 0.420 1
2.127 0.422 1
2.116 0.452 1
2.105 0.426 1
2.094 0.388 1
2.083 0.390 1
2.072 0.427 1
2.062 0.401 1
2.051 1.407 3
2.040 1.401 3
2.028 1.399 3
2.015 1.400 3
2.002 1.399 3
1.988 1.395 3
1.973 1.391 3
1.958 1.391 3
1.943 1.390 3
1.928 1.387 3
1.912 1.386 3
1.897 1.386 3
1.882 1.382 3
1.867 1.381 3
1.852 1.381 3
1.838 1.381 3
1.824 1.381 3
1.811 1.384 3
1.799 1.383 3
1.787 1.386 3
1.680 1.417 3
1.671 1.384 3
1.745 1.380 3
1.601 1.379 3
1.599 1.380 3
1.605 0.621 0
1.395 0.622 0
1.385 0.629 0
1.369 0.639 0
1.360 0.720 0
1.399 0.744 0
1.408 0.751 0
1.372 0.764 0
1.327 0.889 0
1.317 0.900 0
1.308 0.923 3
1.291 0.937 3
1.277 2.127 3
1.263 2.140 3
1.249 2.153 3
1.235 2.165 3
1.221 2.177 3
1.208 2.191 3
1.195 2.202 3
1.183 2.213 3
1.170 2.222 3
1.158 2.228 3
1.149 2.234 3
1.137 2.243 3
1.128 2.251 3
1.117 2.255 3
1.104 2.263 3
1.091 2.271 3
1.078 2.278 3
1.061 0.785 0
1.045 0.786 0
1.033 0.784 0
1.020 0.755 0
1.008 0.758 0
1.001 0.762 0
0.988 0.762 0
0.974 0.765 0
0.959 0.769 0
0.942 0.769 0
0.921 0.773 0
0.902 0.776 0
0.882 0.780 2
0.863 0.781 2
0.843 0.785 2
0.823 0.789 2
0.803 0.789 2
0.785 0.792 2
0.773 0.797 2
0.770 0.795 2
0.773 0.794 2
0.776 0.793 2
0.778 0.793 2
0.778 0.793 2
0.777 0.792 2
0.777 0.793 2
0.777 0.792 2
0.778 0.792 2
0.778 0.793 2
0.778 0.792 2
0.780 0.788 2
0.780 0.788 2
0.780 0.787 2
0.780 0.786 2
0.780 0.785 2
0.780 0.784 2
0.782 0.783 2
0.782 0.779 2
0.780 0.778 2
0.777 0.776 2
0.776 0.778 2
0.776 0.776 2
0.775 0.775 2
0.775 0.773 2
0.778 0.776 2
0.778 0.798 2
0.776 0.785 2
0.772 0.777 2
0.771 0.776 2
0.770 0.772 2
0.768 0.768 2
0.767 0.770 2
0.766 0.856 2
0.765 0.820 2
0.768 0.817 2
0.767 0.799 2
0.767 0.791 2
0.827 0.789 2
0.789 0.840 2
0.765 0.791 2
0.765 0.781 2
0.768 0.832 2
0.771 0.768 2
0.781 0.762 2
0.851 0.755 2
0.847 0.753 2
0.870 0.750 2
0.904 0.751 0
0.900 0.748 2
1.380 0.758 0
1.384 0.738 0
1.384 0.734 0
1.384 0.737 0
1.380 0.735 0
1.379 0.741 0
1.381 0.737 0
1.378 0.737 0
1.370 0.735 0
1.365 0.733 0
1.350 0.729 0
1.340 0.723 0
1.326 0.722 0
1.306 0.719 0
1.293 0.713 0
1.275 0.714 0
1.257 0.715 0
1.238 0.707 0
1.220 0.697 0
1.202 0.704 0
1.183 0.692 0
1.163 0.698 0
1.144 0.673 0
1.124 0.670 0
1.104 0.664 0
1.084 0.648 0
0.927 0.649 0
0.899 0.638 2
0.879 0.635 2
0.862 0.629 2
0.845 0.615 2
0.829 0.609 2
0.813 0.602 2
0.800 0.608 2
0.794 0.587 2
0.809 0.580 2
0.922 0.583 0
0.923 0.579 0
0.923 0.580 0
0.923 0.580 0
0.921 0.579 0
0.918 0.578 0
0.914 0.577 0
0.907 0.575 0
0.898 0.573 2
0.887 0.570 2
0.873 0.566 2
0.859 0.563 2
0.845 0.558 2
0.833 0.554 2
0.821 0.551 2
0.811 0.548 2
0.805 0.541 2
0.805 0.537 2
0.807 0.536 2
0.808 0.536 2
0.808 0.536 2
0.808 0.535 2
0.808 0.534 2
0.809 0.533 2
0.809 0.529 2
0.810 0.529 2
0.810 0.528 2
0.811 0.528 2
0.811 0.526 2
0.812 0.528 2
0.812 0.527 2
0.811 0.527 2
0.811 0.525 2
0.810 0.530 2
0.809 0.523 2
0.809 0.517 2
0.808 0.512 2
0.808 0.509 2
0.808 0.510 2
0.807 0.509 2
0.806 0.511 2
0.805 0.516 2
0.803 0.514 2
0.803 0.503 2
0.802 0.498 2
0.802 0.492 2
0.802 0.490 2
0.805 0.491 2
0.804 0.490 2
0.798 0.513 2
0.797 0.591 2
0.795 0.515 2
0.794 0.487 2
0.793 0.486 2
0.792 0.486 2
0.791 0.854 2
0.794 0.833 2
0.793 0.822 2
0.831 0.644 2
0.820 0.631 2
0.792 0.625 2
0.792 0.622 2
0.795 0.624 2
0.798 0.502 2
0.801 0.503 2
0.815 0.511 2
0.945 0.513 0
0.944 0.777 0
1.738 0.774 0
1.738 0.772 0
1.737 0.774 0
1.735 0.774 0
1.735 0.774 0
1.733 0.773 0
1.731 0.769 0
1.726 0.767 0
1.719 0.764 0
1.709 0.760 0
1.696 0.757 0
1.682 0.751 0
0.940 0.746 0
0.926 0.740 0
0.908 0.732 0
0.899 0.726 2
0.878 0.718 2
0.866 0.711 2
1.558 0.704 0
0.845 0.697 2
0.832 0.690 2
0.902 0.684 0
0.806 0.682 2
1.483 0.676 0
1.477 0.672 0
1.476 0.672 0
1.476 0.674 0
1.474 0.670 0
1.472 0.670 0
1.470 0.669 0
1.468 0.668 0
0.851 0.670 2
1.465 0.667 0
0.848 0.667 2
1.463 0.672 0
1.462 0.671 0
1.460 0.670 0
1.458 0.665 0
1.457 0.664 0
1.455 0.664 0
1.453 0.663 0
1.452 0.666 0
1.449 0.659 0
0.900 0.661 2
0.898 0.664 2
0.894 0.659 2
1.432 0.653 0
1.425 0.650 0
1.415 0.644 0
1.408 0.641 0
1.400 0.638 0
1.391 0.635 0
1.379 0.631 0
1.366 0.627 0
1.352 0.623 0
1.336 0.619 0
1.322 0.614 0
1.305 0.610 0
1.288 0.605 0
1.270 0.601 0
1.252 0.597 0
1.234 0.593 0
1.215 0.589 0
1.197 0.584 0
1.182 0.579 0
1.164 0.575 0
1.146 0.571 0
1.128 0.566 0
1.111 0.562 0
1.097 0.558 0
1.080 0.554 0
1.066 0.550 0
1.048 0.543 0
1.030 0.539 0
1.009 0.536 0
0.988 0.533 0
0.971 0.530 0
0.954 0.528 0
0.935 0.525 0
0.919 0.523 0
0.899 0.520 2
0.882 0.518 2
0.865 0.515 2
0.848 0.513 2
0.833 0.510 2
0.818 0.507 2
0.806 0.505 2
0.803 0.502 2
0.804 0.501 2
0.806 0.501 2
0.806 0.501 2
0.806 0.501 2
0.805 0.500 2
0.805 0.500 2
0.808 0.499 2
0.809 0.499 2
0.805 0.498 2
0.808 0.497 2
0.814 0.495 2
1.074 0.493 1
1.070 0.490 1
1.069 0.489 1
0.820 0.487 2
1.473 0.485 1
1.472 0.486 1
1.072 0.486 1
1.471 0.486 1
1.471 0.486 1
1.471 0.486 1
1.471 0.486 1
1.470 0.486 1
1.470 0.485 1
1.470 0.485 1
1.468 0.486 1
1.466 0.486 1
1.462 0.486 1
1.458 0.486 1
1.452 0.487 1
1.445 0.488 1
1.437 0.488 1
1.425 0.490 1
1.417 0.491 1
1.412 0.493 1
1.404 0.494 1
1.393 0.496 0
1.385 0.497 0
1.377 0.498 0
1.369 0.500 0
1.363 0.502 0
1.353 0.505 0
1.342 0.509 0
1.330 0.513 0
1.318 0.518 0
1.305 0.523 0
1.293 0.529 0
1.280 0.534 0
1.267 0.540 0
1.252 0.546 0
1.233 0.552 0
1.217 0.558 0
1.199 0.564 0
1.179 0.570 0
1.160 0.576 0
1.141 0.583 0
1.122 0.589 0
1.101 0.595 0
1.085 0.601 0
1.065 0.607 0
1.045 0.613 0
1.026 0.619 0
1.008 0.625 0
0.989 0.630 0
0.971 0.632 0
0.952 0.631 0
0.934 0.634 0
0.879 0.637 2
0.857 0.640 2
0.835 0.644 2
0.816 0.649 2
0.794 0.653 2
0.776 0.661 2
0.762 0.660 2
0.756 0.658 2
0.757 0.652 2
0.760 0.651 2
0.761 0.650 2
0.761 0.650 2
0.760 0.649 2
0.763 0.649 2
0.763 0.648 2
0.767 0.648 2
0.770 0.647 2
1.461 0.646 0
1.461 0.646 0
1.462 0.644 0
1.036 0.644 0
1.035 0.644 0
1.034 0.645 0
1.032 0.646 0
1.031 0.648 0
1.023 0.651 0
1.018 0.656 0
1.012 0.661 0
1.002 0.667 0
0.998 0.674 0
0.989 0.685 0
0.981 0.693 0
0.664 0.702 2
0.641 0.710 2
0.619 0.718 2
0.602 0.724 2
0.586 0.732 2
0.569 0.736 2
0.558 0.737 2
0.548 0.740 2
0.544 0.738 2
0.545 0.736 2
0.549 0.735 2
0.550 0.735 2
0.550 0.735 2
0.549 0.732 2
0.553 0.734 2
1.011 0.733 0
1.012 0.732 0
1.015 0.732 0
1.014 0.731 0
1.023 0.732 0
1.015 0.732 0
1.009 0.733 0
1.005 0.734 0
1.002 0.736 0
0.990 0.736 0
0.976 0.736 0
0.964 0.738 0
0.951 0.739 0
0.943 0.742 0
0.948 0.741 0
0.936 0.738 0
0.886 0.735 2
0.867 0.735 2
0.847 0.734 2
0.831 0.739 2
0.813 0.741 2
0.799 0.746 2
0.787 0.753 2
0.777 0.856 2
0.774 0.854 2
0.775 0.850 2
0.776 0.850 2
0.776 0.849 2
0.776 0.849 2
0.776 0.755 2
0.776 0.750 2
0.775 0.749 2
0.775 0.746 2
0.775 0.745 2
0.775 0.744 2
0.774 0.740 2
0.774 0.738 2
0.774 0.736 2
0.773 0.731 2
0.776 0.732 2
0.776 0.730 2
0.786 0.732 2
0.786 0.372 2
0.775 0.363 2
0.775 0.360 2
0.775 0.355 2
0.778 0.356 2
0.781 0.354 2
0.784 0.735 2
0.804 0.732 2
1.826 0.778 0
1.820 0.349 1
1.817 0.342 1
1.819 0.340 1
1.819 0.340 1
1.818 0.341 1
1.818 0.341 1
1.818 0.341 1
1.818 0.341 1
1.818 0.341 1
1.817 0.341 1
1.817 0.341 1
1.818 0.341 1
1.817 0.340 1
1.816 0.340 1
1.813 0.340 1
1.809 0.341 1
0.950 0.341 1
0.941 0.345 1
0.928 0.356 1
0.921 0.740 0
0.914 0.740 0
0.906 0.734 0
0.905 0.727 0
2.751 0.723 0
2.739 0.355 1
2.726 0.355 1
2.711 0.361 1
2.696 0.367 1
2.680 0.394 1
2.665 0.691 0
2.652 0.687 0
2.638 0.683 0
2.626 0.680 0
2.616 0.676 0
2.603 0.672 0
2.591 0.478 1
2.575 0.664 0
2.555 0.659 0
2.541 0.655 0
2.520 0.552 0
1.493 0.647 0
1.476 0.533 0
1.455 0.571 0
1.433 0.634 0
2.427 0.630 0
1.403 0.626 0
1.960 0.621 0
1.364 0.617 0
1.345 0.613 0
1.324 0.609 0
1.306 0.604 0
1.287 0.600 0
1.272 0.595 0
1.253 0.590 0
1.235 0.586 0
1.216 0.581 0
1.197 0.576 0
1.182 0.572 0
1.161 0.564 0
1.144 0.561 0
1.126 0.558 0
1.108 0.553 0
1.090 0.549 0
1.075 0.545 0
1.054 0.540 0
1.040 0.536 0
0.592 0.531 2
0.587 0.527 2
0.579 0.522 2
0.577 0.517 2
0.573 0.512 2
0.569 0.508 2
1.898 0.503 0
1.897 0.501 0
1.900 0.501 0
1.900 0.501 0
1.898 0.501 0
1.895 0.500 0
1.889 0.499 0
1.879 0.498 0
1.868 0.495 0
1.855 0.493 1
1.840 0.490 1
1.825 0.487 1
1.809 0.484 1
1.793 0.481 1
0.818 0.478 2
0.803 0.475 2
0.788 0.472 2
0.778 0.470 2
0.768 0.468 2
0.755 0.465 2
0.747 0.463 2
0.746 0.459 2
0.747 0.461 2
0.749 0.461 2
0.749 0.461 2
0.749 0.460 2
0.752 0.460 2
0.765 0.460 2
0.756 0.459 2
1.494 0.459 1
1.491 0.458 1
1.488 0.457 1
1.491 0.456 1
1.493 0.456 1
1.489 0.456 1
1.492 0.456 1
1.710 0.456 1
1.495 0.456 1
1.492 0.456 1
1.492 0.456 1
1.492 0.456 1
1.492 0.456 1
1.495 0.456 1
1.709 0.456 1
1.709 0.456 1
1.494 0.456 1
1.708 0.456 1
1.707 0.456 1
1.707 0.456 1
1.707 0.456 1
1.707 0.456 1
1.705 0.456 1
1.702 0.455 1
1.697 0.454 1
1.690 0.453 1
1.683 0.452 1
1.674 0.452 1
1.665 0.451 1
1.655 0.451 1
1.645 0.450 1
1.636 0.449 1
1.626 0.449 1
1.616 0.449 1
1.606 0.450 1
1.596 0.450 1
1.586 0.451 1
1.575 0.452 1
1.565 0.452 1
1.556 0.453 1
1.547 0.454 1
1.537 0.454 1
1.329 0.455 1
1.317 0.457 1
1.312 0.458 1
1.304 0.459 1
1.296 0.461 1
1.290 0.462 1
1.282 0.464 1
1.273 0.466 1
1.447 0.468 1
1.435 0.470 1
1.424 0.472 1
1.413 0.474 1
1.406 0.476 1
1.397 0.478 1
1.387 0.479 1
1.375 0.481 1
1.366 0.483 1
1.356 0.485 1
1.346 0.487 1
1.336 0.489 1
1.326 0.491 1
1.316 0.494 1
1.306 0.496 0
1.296 0.499 0
1.287 0.501 0
1.278 0.504 0
1.267 0.507 0
1.255 0.511 0
1.241 0.516 0
1.226 0.521 0
1.210 0.527 0
1.194 0.533 0
1.178 0.539 0
1.161 0.546 0
1.143 0.553 0
1.125 0.561 0
1.106 0.568 0
1.087 0.576 0
1.068 0.584 0
1.049 0.595 0
1.033 0.599 0
1.014 0.610 0
0.995 0.618 0
0.976 0.627 0
0.957 0.636 0
0.936 0.646 0
0.917 0.655 0
0.899 0.664 2
0.881 0.673 2
0.863 0.683 2
0.846 0.691 2
0.829 0.700 2
0.812 0.708 2
0.797 0.717 2
0.789 0.722 2
0.785 0.726 2
0.782 0.723 2
0.783 0.722 2
0.783 0.728 2
0.783 0.725 2
0.782 0.725 2
0.781 0.724 2
0.781 0.724 2
0.780 0.723 2
0.778 0.719 2
0.777 0.719 2
0.776 0.718 2
0.776 0.717 2
0.775 0.720 2
0.775 0.719 2
0.774 0.726 2
0.777 0.733 2
0.780 1.142 2
0.791 0.725 2
0.777 1.129 2
0.776 0.728 2
0.776 0.791 2
0.775 0.853 2
0.781 0.752 2
0.781 0.817 2
0.799 0.773 2
1.555 0.767 0
1.556 0.765 0
1.557 0.747 0
1.557 0.752 0
0.791 0.755 2
0.786 0.754 2
0.787 0.752 2
0.780 0.748 2
1.530 0.743 0
1.522 0.739 0
1.515 0.735 0
1.509 0.731 0
1.502 0.731 0
1.493 0.727 0
1.483 0.723 0
1.471 0.719 0
1.457 0.714 0
1.443 0.708 0
1.426 0.711 0
1.413 0.705 0
1.396 0.699 0
1.378 0.689 0
1.360 0.683 0
1.338 0.677 0
1.320 0.668 0
1.301 0.658 0
1.285 0.656 0
1.265 0.650 0
1.245 0.648 0
1.225 0.642 0
1.206 0.633 0
1.186 0.627 0
1.167 0.618 0
1.147 0.611 0
1.128 0.605 0
1.109 0.598 0
1.087 0.592 0
1.068 0.586 0
1.050 0.580 0
1.031 0.574 0
1.013 0.567 0
0.995 0.561 0
0.733 0.555 2
0.704 0.549 2
0.682 0.542 2
0.666 0.541 2
0.656 0.534 2
0.886 0.525 2
0.870 0.519 2
0.860 0.507 2
0.859 0.504 2
0.862 0.502 2
0.864 0.502 2
0.864 0.502 2
0.863 0.502 2
0.865 0.501 2
0.865 0.500 2
0.865 0.499 2
0.866 0.498 2
0.866 0.496 2
0.867 0.495 2
0.867 0.495 2
0.867 0.495 2
0.867 0.495 2
0.867 0.494 2
0.868 0.493 2
0.868 0.492 2
0.869 0.491 2
0.869 0.490 2
0.869 0.489 2
0.866 0.488 2
0.865 0.487 2
0.586 0.485 2
0.588 0.483 2
0.870 0.481 2
0.870 0.478 2
0.870 0.476 2
0.870 0.474 2
0.870 0.472 2
0.870 0.470 2
0.870 0.469 2
0.869 0.466 2
0.865 0.463 2
0.864 0.461 2
0.866 0.459 2
0.865 0.456 2
0.864 0.454 2
0.863 0.452 2
0.863 0.451 2
0.865 0.449 2
0.862 0.448 2
0.863 0.450 2
0.853 0.451 2
0.856 0.446 2
0.854 0.445 2
0.853 0.445 2
0.852 0.444 2
0.851 0.448 2
0.851 0.474 2
0.853 0.504 2
0.855 0.538 2
0.857 0.455 2
0.951 0.452 1
0.856 0.452 2
0.901 0.452 1
0.897 0.452 2
0.866 0.456 2
0.869 0.455 2
0.876 0.455 2
0.897 0.455 2
0.896 0.475 2
0.852 0.529 2
0.852 0.529 2
0.852 0.531 2
0.852 0.530 2
0.852 0.873 2
0.855 0.479 2
0.855 1.032 2
0.858 0.468 2
0.868 0.463 2
0.879 0.467 2
3.283 0.469 1
3.281 0.478 1
3.285 0.838 0
3.287 0.833 0
3.287 0.832 0
3.286 0.835 0
3.284 0.834 0
3.280 0.830 0
3.270 0.828 0
3.260 0.511 0
3.251 0.821 0
3.241 0.813 0
3.226 0.810 0
3.207 0.801 0
3.191 0.797 0
3.171 0.788 0
3.156 0.780 0
3.140 0.773 0
3.117 0.768 0
1.001 0.761 0
3.078 0.754 0
3.061 0.746 0
3.037 0.738 0
3.017 0.731 0
2.997 0.720 0
0.908 0.716 0
2.956 0.709 0
0.873 0.701 2
2.916 0.694 0
2.897 0.701 0
2.878 0.691 0
2.860 0.687 0
2.842 0.675 0
2.826 0.667 0
2.810 0.662 0
2.794 0.658 0
2.777 0.655 0
2.761 0.653 0
2.744 0.647 0
2.727 0.653 0
2.709 0.634 0
2.692 0.628 0
2.674 0.621 0
2.657 0.615 0
2.639 0.627 0
2.621 0.603 0
2.604 0.600 0
2.586 0.590 0
2.567 0.583 0
2.549 0.577 0
2.531 0.574 0
2.512 0.564 0
2.493 0.558 0
2.474 0.551 0
2.455 0.545 0
2.437 0.542 0
2.418 0.532 0
2.399 0.534 0
2.381 0.525 0
2.362 0.513 0
2.343 0.507 0
2.324 0.501 0
2.306 0.496 0
1.946 0.491 1
1.931 0.484 1
2.249 0.484 1
2.231 0.481 1
2.213 0.480 1
2.195 0.486 1
2.180 0.485 1
2.164 0.524 0
1.907 0.556 0
1.893 0.492 1
2.120 0.512 0
2.110 0.491 1
1.892 0.482 1
2.084 0.483 1
1.836 0.490 1
1.823 0.588 0
1.814 0.488 1
2.041 0.602 0
2.027 0.628 0
2.018 0.573 0
2.003 0.607 0
1.995 0.613 0
1.980 0.546 0
1.967 0.523 0
1.954 0.522 0
1.941 0.529 0
1.926 1.455 3
1.911 1.447 3
1.894 1.439 3
1.877 1.432 3
1.858 1.429 3
1.841 1.426 3
1.822 1.424 3
1.804 1.421 3
1.786 1.418 3
1.769 1.415 3
1.752 1.415 3
1.734 1.412 3
1.717 1.410 3
1.701 1.408 3
1.686 1.406 3
1.672 1.405 3
1.659 1.410 3
1.653 1.419 3
1.651 1.414 3
1.650 1.412 3
1.649 1.412 3
1.646 1.415 3
1.636 1.411 3
1.629 1.411 3
1.629 1.411 3
1.631 1.412 3
1.627 1.412 3
1.629 1.411 3
1.626 1.412 3
1.628 1.412 3
1.624 1.412 3
1.629 1.412 3
1.604 1.413 3
1.603 1.413 3
1.557 1.413 3
1.556 1.413 3
1.556 1.413 3
1.558 1.413 3
1.558 1.414 3
1.558 1.413 3
1.557 1.414 3
1.556 1.414 3
1.555 1.418 3
1.558 1.419 3
1.554 1.420 3
1.427 0.720 0
1.426 0.718 0
1.423 0.720 0
1.422 0.724 0
1.421 0.721 0
1.417 0.725 0
1.420 0.725 0
1.419 0.723 0
1.421 0.727 0
1.417 0.725 0
1.417 0.728 0
1.543 1.443 3
1.504 0.726 0
1.415 0.727 0
1.413 0.727 0
1.537 0.729 0
1.411 0.727 0
1.417 0.728 0
1.416 0.729 0
1.412 0.730 0
1.411 0.731 0
1.416 0.731 0
1.412 0.732 0
1.411 0.729 0
1.414 0.730 0
1.406 0.731 0
1.407 0.733 0
1.403 0.737 0
1.390 0.744 0
1.380 0.750 0
1.371 0.756 0
1.360 0.769 0
1.350 5.000 3
1.340 2.669 3
1.329 2.657 3
1.321 2.647 3
1.311 2.636 3
1.299 1.327 3
1.315 1.304 3
1.304 1.291 3
1.285 1.281 3
1.274 1.274 3
1.280 1.268 3
1.239 1.258 3
1.222 1.169 3
1.211 1.171 3
1.201 1.174 3
1.191 1.177 3
1.181 1.180 3
1.172 1.180 3
1.159 1.179 3
1.150 0.940 3
1.144 0.947 3
1.135 0.958 3
1.126 1.183 3
1.121 1.184 3
1.107 1.185 3
1.096 1.186 3
1.082 1.189 3
1.072 1.198 3
1.061 2.505 3
1.054 1.007 3
1.044 1.009 3
1.033 1.010 3
1.020 1.015 3
1.005 1.023 3
0.993 1.041 3
0.981 1.029 3
0.973 1.034 3
0.957 1.033 3
0.944 1.003 3
0.931 1.001 3
0.918 1.038 3
0.904 1.039 3
0.894 1.040 2
0.881 1.043 2
0.862 2.575 2
0.847 2.580 2
0.833 4.428 2
0.819 3.743 2
0.811 5.000 2
0.811 1.032 2
0.818 1.027 2
0.821 1.027 2
0.823 1.027 2
0.823 1.027 2
0.823 1.023 2
0.824 1.026 2
0.824 0.982 2
0.824 0.978 2
0.820 0.976 2
0.820 0.972 2
0.820 0.970 2
0.820 0.965 2
0.820 0.964 2
0.821 0.965 2
0.821 0.964 2
0.822 0.962 2
0.823 0.963 2
0.823 0.961 2
0.823 0.955 2
0.822 0.950 2
0.821 0.948 2
0.821 0.946 2
0.820 0.944 2
0.820 0.945 2
0.820 0.944 2
0.823 0.949 2
0.824 0.956 2
0.823 0.958 2
0.819 0.933 2
0.819 0.931 2
0.818 0.928 2
0.817 0.927 2
0.817 0.928 2
0.820 1.016 2
0.820 1.013 2
0.819 1.011 2
0.818 1.009 2
0.813 0.923 2
0.811 0.919 2
0.811 0.992 2
0.810 0.864 2
0.810 0.847 2
0.818 0.840 2
1.224 0.837 0
0.895 0.833 2
0.809 0.830 2
0.807 0.827 2
0.810 0.980 2
0.810 0.983 2
0.811 0.840 2
0.808 0.979 2
0.811 0.978 2
0.818 0.844 2
0.817 0.842 2
0.824 0.842 2
0.886 0.813 2
0.882 0.806 2
0.882 0.800 2
1.224 0.798 0
1.224 0.796 0
1.225 0.793 0
1.226 0.791 0
1.225 0.790 0
1.224 0.790 0
